CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,Credit_Card_Status,IsActiveMember,Activity_Status,EstimatedSalary,Exited,Churn_Status
516,Spain,Female,31,7,0.0,1,1,Has Credit Card,0,Inactive,47018.75,0,Retained
850,France,Male,33,0,124781.67,1,0,No Credit Card,1,Active,33700.52,0,Retained
748,France,Female,39,9,132865.56,1,1,Has Credit Card,1,Active,59636.43,1,Churned
798,Germany,Female,38,4,129055.13,1,1,Has Credit Card,0,Inactive,157147.59,0,Retained
612,Germany,Male,76,6,96166.88,1,1,Has Credit Card,1,Active,191393.26,0,Retained
540,France,Female,40,3,165298.12,1,0,No Credit Card,1,Active,199862.75,0,Retained
719,Spain,Female,33,7,0.0,2,1,Has Credit Card,0,Inactive,20016.59,0,Retained
598,France,Male,48,6,120682.53,1,1,Has Credit Card,0,Inactive,30635.52,1,Churned
796,Spain,Male,32,5,102773.15,2,0,No Credit Card,1,Active,117832.88,0,Retained
579,Germany,Male,42,0,144386.32,1,1,Has Credit Card,1,Active,22497.1,1,Churned
850,Germany,Female,40,7,104449.8,1,1,Has Credit Card,1,Active,747.88,0,Retained
599,Spain,Male,35,6,137102.65,1,0,No Credit Card,0,Inactive,76870.81,0,Retained
724,France,Female,30,9,142475.87,1,1,Has Credit Card,1,Active,107848.24,0,Retained
508,France,Female,43,9,0.0,1,1,Has Credit Card,0,Inactive,103726.71,0,Retained
773,Spain,Male,37,2,103195.2,2,1,Has Credit Card,0,Inactive,178268.36,0,Retained
526,France,Male,28,1,112070.44,1,0,No Credit Card,1,Active,126281.83,0,Retained
542,France,Female,29,7,0.0,2,0,No Credit Card,1,Active,196651.72,0,Retained
470,France,Male,35,1,96473.59,1,0,No Credit Card,0,Inactive,5962.3,0,Retained
805,Spain,Male,37,5,0.0,2,1,Has Credit Card,0,Inactive,21928.81,0,Retained
548,Germany,Male,49,9,108437.89,1,0,No Credit Card,0,Inactive,127022.87,1,Churned
672,France,Male,37,5,153195.59,1,1,Has Credit Card,1,Active,162763.01,0,Retained
773,France,Male,45,8,96877.21,1,1,Has Credit Card,1,Active,113950.51,0,Retained
614,France,Male,44,6,0.0,2,0,No Credit Card,1,Active,104930.46,0,Retained
537,France,Female,38,10,0.0,1,0,No Credit Card,0,Inactive,52337.97,1,Churned
704,France,Female,40,6,95452.89,1,0,No Credit Card,1,Active,179964.55,0,Retained
586,Spain,Male,41,3,63873.56,1,1,Has Credit Card,0,Inactive,83753.64,0,Retained
677,France,Female,24,0,148298.59,2,0,No Credit Card,0,Inactive,182913.95,0,Retained
558,Spain,Female,31,7,0.0,2,1,Has Credit Card,0,Inactive,166720.28,0,Retained
634,Germany,Female,37,7,143258.85,2,1,Has Credit Card,0,Inactive,192721.98,0,Retained
655,Germany,Male,37,9,121342.24,1,1,Has Credit Card,1,Active,180241.44,0,Retained
619,Germany,Female,28,6,99152.73,2,1,Has Credit Card,0,Inactive,48475.12,0,Retained
662,France,Female,41,4,0.0,2,1,Has Credit Card,0,Inactive,126551.48,0,Retained
705,Spain,Male,33,7,68423.89,1,1,Has Credit Card,1,Active,64872.55,0,Retained
527,Spain,Female,35,8,0.0,1,1,Has Credit Card,0,Inactive,98031.53,1,Churned
630,Germany,Female,25,7,79656.81,1,1,Has Credit Card,0,Inactive,93524.22,0,Retained
850,France,Male,35,2,0.0,2,1,Has Credit Card,1,Active,56991.66,0,Retained
668,France,Female,53,10,110240.04,1,0,No Credit Card,0,Inactive,183980.56,1,Churned
573,France,Female,32,9,125321.84,2,1,Has Credit Card,1,Active,130234.63,0,Retained
680,France,Male,27,3,0.0,1,1,Has Credit Card,0,Inactive,32454.26,0,Retained
758,France,Female,32,2,84378.9,1,1,Has Credit Card,1,Active,75396.43,0,Retained
597,France,Male,45,7,0.0,2,0,No Credit Card,0,Inactive,167756.45,0,Retained
580,Germany,Male,35,10,136281.41,2,1,Has Credit Card,1,Active,24799.47,0,Retained
622,France,Male,59,5,119380.37,1,1,Has Credit Card,1,Active,60429.43,0,Retained
638,Germany,Male,62,4,108716.59,2,1,Has Credit Card,1,Active,74241.09,0,Retained
640,France,Female,20,4,0.0,2,0,No Credit Card,1,Active,78310.82,0,Retained
644,Spain,Male,28,0,0.0,2,1,Has Credit Card,0,Inactive,119419.37,0,Retained
753,France,Female,31,6,106596.29,1,0,No Credit Card,0,Inactive,91305.77,0,Retained
629,France,Female,37,10,99546.25,3,0,No Credit Card,1,Active,25136.95,1,Churned
775,France,Female,30,5,0.0,1,1,Has Credit Card,0,Inactive,193880.6,1,Churned
701,France,Female,41,2,0.0,1,1,Has Credit Card,0,Inactive,47856.78,0,Retained
708,Spain,Male,19,7,112615.86,1,1,Has Credit Card,1,Active,4491.77,0,Retained
521,Spain,Female,22,10,0.0,1,1,Has Credit Card,1,Active,101311.95,0,Retained
636,France,Female,24,9,0.0,2,0,No Credit Card,1,Active,38830.72,0,Retained
529,France,Female,31,5,0.0,2,1,Has Credit Card,0,Inactive,26817.23,0,Retained
757,France,Male,28,3,75381.15,1,1,Has Credit Card,1,Active,199727.72,0,Retained
767,Spain,Female,24,5,0.0,2,1,Has Credit Card,1,Active,67445.85,0,Retained
525,Spain,Male,33,5,0.0,2,1,Has Credit Card,0,Inactive,161002.29,0,Retained
759,Spain,Male,38,1,0.0,2,1,Has Credit Card,0,Inactive,20778.39,0,Retained
520,Germany,Female,45,1,123086.39,1,1,Has Credit Card,1,Active,41042.4,1,Churned
738,France,Female,26,3,0.0,2,1,Has Credit Card,0,Inactive,67484.16,0,Retained
548,Spain,Male,37,4,0.0,1,1,Has Credit Card,0,Inactive,121763.68,0,Retained
535,Spain,Male,48,9,109472.47,1,1,Has Credit Card,0,Inactive,157358.43,1,Churned
615,Spain,Male,59,4,155766.05,1,1,Has Credit Card,1,Active,110275.17,0,Retained
850,Germany,Male,38,7,101985.81,2,0,No Credit Card,0,Inactive,43801.27,0,Retained
487,France,Female,34,2,96019.5,1,0,No Credit Card,0,Inactive,9085.0,0,Retained
731,France,Male,30,7,0.0,2,0,No Credit Card,1,Active,143086.09,0,Retained
726,Spain,Female,35,9,0.0,2,0,No Credit Card,1,Active,100556.98,0,Retained
609,France,Female,35,2,147900.43,1,1,Has Credit Card,0,Inactive,140000.29,0,Retained
714,France,Male,52,4,100755.66,1,1,Has Credit Card,1,Active,186775.25,0,Retained
694,Spain,Female,35,7,0.0,1,1,Has Credit Card,0,Inactive,133570.43,1,Churned
786,France,Female,33,0,83036.05,1,0,No Credit Card,1,Active,154990.58,1,Churned
698,Spain,Male,27,6,125427.37,2,0,No Credit Card,0,Inactive,27654.44,0,Retained
601,France,Female,46,3,98202.76,1,0,No Credit Card,0,Inactive,137763.93,0,Retained
769,Spain,Male,41,1,72509.91,1,1,Has Credit Card,0,Inactive,25723.73,0,Retained
850,Germany,Male,44,3,140393.65,2,0,No Credit Card,1,Active,186285.52,0,Retained
646,Spain,Female,50,5,142644.64,2,1,Has Credit Card,1,Active,142208.5,1,Churned
659,France,Female,44,9,23503.31,1,0,No Credit Card,1,Active,169862.01,1,Churned
487,Spain,Male,33,8,145729.71,1,1,Has Credit Card,0,Inactive,41365.85,0,Retained
740,Germany,Female,40,2,122295.17,2,1,Has Credit Card,1,Active,30812.84,0,Retained
686,France,Male,39,4,0.0,2,1,Has Credit Card,0,Inactive,155023.93,0,Retained
612,Spain,Female,36,5,119799.27,2,1,Has Credit Card,0,Inactive,159416.58,0,Retained
655,Spain,Male,37,8,163708.58,2,0,No Credit Card,0,Inactive,76259.23,0,Retained
617,France,Male,34,1,61687.33,2,1,Has Credit Card,0,Inactive,105965.25,0,Retained
674,France,Female,27,4,79144.34,1,0,No Credit Card,1,Active,50743.83,0,Retained
711,Spain,Male,32,5,0.0,2,1,Has Credit Card,1,Active,147720.27,0,Retained
624,Germany,Female,27,7,104848.68,1,1,Has Credit Card,1,Active,167387.36,0,Retained
597,Spain,Male,26,5,0.0,2,0,No Credit Card,1,Active,95159.13,0,Retained
682,Spain,Male,46,4,0.0,1,1,Has Credit Card,1,Active,4654.28,0,Retained
775,France,Male,45,8,0.0,1,1,Has Credit Card,0,Inactive,130376.68,0,Retained
727,France,Female,29,1,146652.01,1,1,Has Credit Card,1,Active,173486.39,0,Retained
629,France,Male,31,6,0.0,2,1,Has Credit Card,0,Inactive,93881.75,0,Retained
684,France,Male,46,0,0.0,2,1,Has Credit Card,1,Active,36376.97,0,Retained
549,Germany,Female,37,1,130622.34,2,1,Has Credit Card,1,Active,128499.94,0,Retained
593,Germany,Male,69,2,187013.13,2,0,No Credit Card,1,Active,105898.69,0,Retained
536,Spain,Male,40,9,0.0,2,1,Has Credit Card,1,Active,11959.03,0,Retained
707,France,Female,36,6,0.0,1,0,No Credit Card,0,Inactive,98810.78,0,Retained
592,Spain,Male,41,0,0.0,2,1,Has Credit Card,0,Inactive,65906.07,0,Retained
703,France,Male,44,6,98862.54,1,1,Has Credit Card,0,Inactive,151516.7,0,Retained
723,Spain,Female,45,4,0.0,2,1,Has Credit Card,0,Inactive,37214.39,0,Retained
452,Germany,Male,52,1,98443.14,2,0,No Credit Card,0,Inactive,92033.98,0,Retained
552,Spain,Male,42,4,0.0,2,0,No Credit Card,0,Inactive,195692.3,0,Retained
633,France,Female,47,0,0.0,1,1,Has Credit Card,1,Active,6342.84,1,Churned
479,Germany,Female,23,9,123575.51,1,0,No Credit Card,1,Active,95148.28,0,Retained
768,France,Male,25,6,0.0,2,1,Has Credit Card,1,Active,21215.67,0,Retained
742,France,Male,31,4,105239.1,1,1,Has Credit Card,1,Active,19700.24,0,Retained
668,Germany,Male,56,9,110993.79,1,1,Has Credit Card,0,Inactive,134396.64,1,Churned
707,Spain,Male,44,3,0.0,2,1,Has Credit Card,1,Active,135077.01,0,Retained
754,Spain,Male,39,7,157691.98,2,1,Has Credit Card,0,Inactive,133600.89,1,Churned
544,Germany,Male,47,5,105245.21,1,0,No Credit Card,0,Inactive,99922.08,1,Churned
718,Spain,Male,32,8,0.0,2,1,Has Credit Card,1,Active,41399.33,0,Retained
762,France,Male,31,7,117687.35,1,1,Has Credit Card,1,Active,159344.43,0,Retained
772,France,Male,23,2,0.0,2,1,Has Credit Card,0,Inactive,18364.19,0,Retained
691,Germany,Female,37,7,123067.63,1,1,Has Credit Card,1,Active,98162.44,1,Churned
502,France,Male,45,0,0.0,1,0,No Credit Card,0,Inactive,84663.21,0,Retained
563,France,Female,34,6,0.0,2,0,No Credit Card,0,Inactive,36536.93,0,Retained
676,France,Female,41,4,101457.14,1,1,Has Credit Card,1,Active,79101.67,0,Retained
576,Spain,Male,52,2,100549.43,2,1,Has Credit Card,1,Active,16644.16,0,Retained
629,Spain,Male,35,4,174588.8,2,0,No Credit Card,1,Active,158420.14,0,Retained
625,Spain,Male,52,8,121161.57,1,1,Has Credit Card,0,Inactive,48988.28,0,Retained
628,France,Male,45,9,0.0,2,1,Has Credit Card,1,Active,96862.56,0,Retained
471,Germany,Female,36,5,90063.74,2,1,Has Credit Card,1,Active,96366.7,0,Retained
811,France,Female,45,5,0.0,2,1,Has Credit Card,1,Active,146123.19,0,Retained
504,France,Male,42,3,134936.97,2,0,No Credit Card,0,Inactive,135178.91,0,Retained
687,France,Female,24,3,110495.27,1,1,Has Credit Card,0,Inactive,158615.41,0,Retained
660,Germany,Female,37,2,133200.09,1,0,No Credit Card,0,Inactive,71433.88,0,Retained
548,France,Female,41,4,82596.8,1,0,No Credit Card,1,Active,55672.09,0,Retained
609,Germany,Male,31,9,103837.75,1,1,Has Credit Card,1,Active,150218.11,0,Retained
659,Spain,Female,42,2,0.0,1,0,No Credit Card,0,Inactive,162734.31,1,Churned
526,France,Male,52,8,93590.47,1,0,No Credit Card,1,Active,21228.71,1,Churned
725,Germany,Male,40,8,104149.66,1,1,Has Credit Card,0,Inactive,62027.9,0,Retained
519,Germany,Male,38,1,114141.64,1,1,Has Credit Card,1,Active,60988.21,1,Churned
562,Germany,Female,31,9,117153.0,1,1,Has Credit Card,1,Active,108675.01,0,Retained
482,Germany,Male,45,7,156353.46,1,1,Has Credit Card,0,Inactive,72643.95,1,Churned
535,Spain,Male,37,3,175534.78,2,1,Has Credit Card,1,Active,9241.52,0,Retained
561,France,Female,27,9,135637.0,1,1,Has Credit Card,0,Inactive,153080.4,1,Churned
661,France,Female,30,7,0.0,2,1,Has Credit Card,0,Inactive,72196.57,0,Retained
771,France,Male,27,2,0.0,2,1,Has Credit Card,1,Active,199527.34,0,Retained
545,France,Male,26,7,0.0,2,0,No Credit Card,1,Active,156598.23,0,Retained
850,Germany,Female,33,2,83415.04,1,0,No Credit Card,1,Active,74917.64,0,Retained
601,Germany,Male,43,3,141859.12,2,1,Has Credit Card,1,Active,111249.62,0,Retained
712,Germany,Male,38,7,132767.66,2,1,Has Credit Card,1,Active,59115.77,0,Retained
589,France,Female,31,10,110635.32,1,1,Has Credit Card,0,Inactive,148218.86,0,Retained
600,Spain,Male,37,8,177657.35,1,1,Has Credit Card,1,Active,77142.32,0,Retained
642,Germany,Male,41,4,157777.58,1,1,Has Credit Card,0,Inactive,67484.6,0,Retained
575,Germany,Male,47,9,107915.94,2,1,Has Credit Card,1,Active,63452.18,1,Churned
570,Germany,Female,57,5,86568.75,1,0,No Credit Card,1,Active,103660.31,0,Retained
532,Germany,Male,52,9,137755.76,1,1,Has Credit Card,0,Inactive,163191.99,1,Churned
796,France,Male,30,2,137262.71,2,1,Has Credit Card,0,Inactive,62905.29,0,Retained
833,Spain,Male,32,6,0.0,1,1,Has Credit Card,1,Active,44323.22,1,Churned
642,Spain,Female,36,6,0.0,2,1,Has Credit Card,1,Active,97938.59,0,Retained
655,France,Male,28,10,0.0,2,0,No Credit Card,1,Active,126565.21,0,Retained
736,Germany,Male,50,9,116309.01,1,1,Has Credit Card,0,Inactive,185360.4,1,Churned
617,France,Female,34,0,131244.65,2,1,Has Credit Card,0,Inactive,183229.02,0,Retained
762,Germany,Male,28,3,125155.83,2,1,Has Credit Card,1,Active,106024.02,0,Retained
703,Germany,Male,35,5,140691.08,2,1,Has Credit Card,0,Inactive,167810.26,0,Retained
507,France,Male,41,3,58820.32,2,1,Has Credit Card,1,Active,138536.09,0,Retained
581,Germany,Female,26,3,105099.45,1,1,Has Credit Card,1,Active,184520.0,1,Churned
593,France,Male,31,9,0.0,2,0,No Credit Card,1,Active,20492.16,0,Retained
648,France,Male,23,9,168372.52,1,1,Has Credit Card,0,Inactive,134676.72,0,Retained
462,Germany,Male,34,1,94682.56,2,1,Has Credit Card,0,Inactive,138478.2,0,Retained
596,Spain,Male,36,2,0.0,2,0,No Credit Card,1,Active,125557.95,0,Retained
627,France,Female,44,5,0.0,2,1,Has Credit Card,0,Inactive,82969.61,1,Churned
494,France,Male,40,7,0.0,2,0,No Credit Card,1,Active,158071.69,0,Retained
627,France,Male,73,0,146329.73,1,0,No Credit Card,1,Active,43615.67,0,Retained
850,Spain,Male,37,2,0.0,2,1,Has Credit Card,0,Inactive,119969.99,0,Retained
632,France,Female,49,5,167962.7,1,0,No Credit Card,0,Inactive,140201.21,0,Retained
490,France,Male,33,1,0.0,2,1,Has Credit Card,1,Active,80792.83,0,Retained
715,France,Male,40,7,0.0,1,1,Has Credit Card,1,Active,141359.11,0,Retained
679,France,Male,48,8,0.0,2,1,Has Credit Card,0,Inactive,23344.94,0,Retained
619,France,Male,44,3,116967.68,1,1,Has Credit Card,0,Inactive,5075.17,1,Churned
465,Spain,Female,33,6,0.0,2,1,Has Credit Card,1,Active,95500.98,0,Retained
736,Spain,Male,32,7,0.0,1,0,No Credit Card,1,Active,79082.62,0,Retained
501,Germany,Female,34,7,93244.42,1,0,No Credit Card,1,Active,199805.63,0,Retained
535,France,Female,29,5,0.0,2,0,No Credit Card,1,Active,52709.55,0,Retained
759,France,Female,33,2,0.0,2,1,Has Credit Card,0,Inactive,56583.88,0,Retained
819,France,Male,35,1,0.0,2,0,No Credit Card,1,Active,3385.04,0,Retained
533,Germany,Male,43,4,80442.06,2,0,No Credit Card,1,Active,12537.42,0,Retained
632,Germany,Female,35,2,150561.03,2,0,No Credit Card,0,Inactive,64722.61,0,Retained
686,France,Male,60,9,0.0,3,1,Has Credit Card,1,Active,75246.21,1,Churned
687,France,Female,34,9,125474.44,1,1,Has Credit Card,0,Inactive,198929.84,0,Retained
667,Germany,Female,33,4,127076.68,2,1,Has Credit Card,0,Inactive,69011.66,0,Retained
699,Spain,Female,25,8,0.0,2,1,Has Credit Card,1,Active,52404.47,0,Retained
497,Spain,Male,37,8,128650.11,2,1,Has Credit Card,1,Active,163641.53,0,Retained
780,Spain,Female,33,6,145580.61,1,1,Has Credit Card,1,Active,154598.56,0,Retained
652,France,Female,51,3,0.0,1,1,Has Credit Card,0,Inactive,173989.47,1,Churned
477,France,Male,47,9,144900.58,1,1,Has Credit Card,0,Inactive,61315.37,1,Churned
652,France,Female,37,4,0.0,2,1,Has Credit Card,0,Inactive,143393.24,0,Retained
488,France,Female,31,8,97588.6,1,0,No Credit Card,0,Inactive,124210.53,0,Retained
572,France,Male,24,1,0.0,2,1,Has Credit Card,1,Active,151460.84,0,Retained
755,France,Female,38,1,0.0,2,1,Has Credit Card,0,Inactive,20734.81,0,Retained
779,Germany,Female,24,10,122200.31,2,1,Has Credit Card,0,Inactive,43705.56,0,Retained
693,Spain,Female,46,3,151709.33,1,1,Has Credit Card,0,Inactive,180736.24,0,Retained
530,Spain,Female,22,7,0.0,2,1,Has Credit Card,0,Inactive,104170.48,0,Retained
738,Spain,Female,33,3,122134.4,2,0,No Credit Card,1,Active,27867.59,0,Retained
690,Germany,Male,31,2,137260.45,2,1,Has Credit Card,0,Inactive,55387.28,0,Retained
611,France,Female,30,9,88594.14,1,1,Has Credit Card,0,Inactive,196332.45,0,Retained
643,Spain,Male,34,6,0.0,2,1,Has Credit Card,1,Active,116046.22,0,Retained
632,Germany,Male,41,8,127205.32,4,1,Has Credit Card,0,Inactive,93874.87,1,Churned
727,Spain,Female,31,10,96997.09,2,0,No Credit Card,0,Inactive,76614.04,0,Retained
508,France,Female,64,2,0.0,1,1,Has Credit Card,1,Active,6076.62,0,Retained
550,France,Male,31,5,142200.19,2,1,Has Credit Card,1,Active,122221.71,0,Retained
754,Germany,Female,39,3,160761.41,1,1,Has Credit Card,1,Active,24156.03,0,Retained
759,France,Male,26,4,0.0,2,1,Has Credit Card,0,Inactive,135394.62,0,Retained
794,Spain,Male,33,8,0.0,2,0,No Credit Card,0,Inactive,91340.02,0,Retained
549,France,Male,29,3,0.0,2,1,Has Credit Card,0,Inactive,146090.38,0,Retained
671,France,Male,31,0,116234.61,1,1,Has Credit Card,0,Inactive,172096.08,0,Retained
756,Germany,Female,26,5,155143.52,1,0,No Credit Card,1,Active,135034.57,1,Churned
632,France,Female,21,1,0.0,2,1,Has Credit Card,0,Inactive,84008.66,0,Retained
579,France,Male,38,8,0.0,2,0,No Credit Card,0,Inactive,91763.67,0,Retained
748,France,Male,34,5,84009.47,1,1,Has Credit Card,1,Active,137001.1,0,Retained
488,Germany,Female,28,7,139246.22,2,1,Has Credit Card,0,Inactive,106799.49,0,Retained
710,Germany,Male,58,7,170113.0,2,0,No Credit Card,1,Active,10494.64,0,Retained
619,Spain,Female,41,8,0.0,3,1,Has Credit Card,1,Active,79866.73,1,Churned
773,France,Male,64,2,145578.28,1,0,No Credit Card,1,Active,186172.85,0,Retained
657,Spain,Male,75,7,126273.95,1,0,No Credit Card,1,Active,91673.6,0,Retained
579,France,Female,26,10,162482.76,1,1,Has Credit Card,1,Active,18458.2,0,Retained
542,France,Male,29,9,0.0,1,1,Has Credit Card,0,Inactive,8342.35,0,Retained
709,France,Female,32,2,87814.89,1,1,Has Credit Card,0,Inactive,138578.37,0,Retained
617,Spain,Male,61,3,113858.95,1,1,Has Credit Card,1,Active,38129.22,0,Retained
568,Germany,Male,43,5,87612.64,4,1,Has Credit Card,1,Active,107155.4,1,Churned
769,France,Female,73,1,0.0,1,1,Has Credit Card,1,Active,29792.11,0,Retained
608,Germany,Male,26,1,106648.98,1,0,No Credit Card,1,Active,7063.6,0,Retained
503,Spain,Male,31,4,0.0,2,1,Has Credit Card,1,Active,21645.06,0,Retained
608,Germany,Female,38,8,103653.51,2,1,Has Credit Card,1,Active,137079.86,0,Retained
731,Germany,Male,37,3,116880.53,1,0,No Credit Card,0,Inactive,172718.35,1,Churned
850,Germany,Female,40,4,97990.49,2,0,No Credit Card,0,Inactive,106691.02,0,Retained
591,Germany,Female,34,4,150635.3,1,1,Has Credit Card,1,Active,72274.84,0,Retained
579,Spain,Male,37,4,0.0,2,1,Has Credit Card,1,Active,32246.63,0,Retained
570,France,Male,39,10,129674.89,2,1,Has Credit Card,0,Inactive,80552.36,0,Retained
709,France,Female,37,9,0.0,2,1,Has Credit Card,0,Inactive,16733.59,0,Retained
611,France,Male,53,3,83568.26,1,0,No Credit Card,0,Inactive,1235.49,0,Retained
775,Spain,Male,48,4,178144.91,2,0,No Credit Card,0,Inactive,50168.41,1,Churned
699,Germany,Male,36,6,147137.74,1,1,Has Credit Card,1,Active,33687.9,0,Retained
618,France,Male,37,5,0.0,1,0,No Credit Card,1,Active,178705.45,1,Churned
704,France,Male,36,3,114370.41,1,0,No Credit Card,1,Active,66810.48,0,Retained
835,Germany,Female,47,5,108289.28,2,1,Has Credit Card,1,Active,45859.55,1,Churned
714,Germany,Male,39,3,149887.49,2,1,Has Credit Card,0,Inactive,63846.36,0,Retained
581,Spain,Female,43,4,170172.9,1,0,No Credit Card,1,Active,100236.02,0,Retained
592,France,Male,27,3,0.0,2,1,Has Credit Card,1,Active,19645.65,0,Retained
551,France,Male,43,7,0.0,2,1,Has Credit Card,0,Inactive,178393.68,0,Retained
689,Germany,Female,28,2,64808.32,2,0,No Credit Card,0,Inactive,78591.15,0,Retained
604,France,Female,56,0,62732.65,1,0,No Credit Card,1,Active,124954.56,0,Retained
514,France,Female,41,7,0.0,2,1,Has Credit Card,1,Active,3756.65,0,Retained
698,France,Male,29,5,95167.55,1,1,Has Credit Card,1,Active,152723.23,0,Retained
581,Germany,Female,54,2,152508.99,1,1,Has Credit Card,0,Inactive,187597.98,1,Churned
573,Germany,Male,31,0,134644.19,1,1,Has Credit Card,1,Active,70381.49,0,Retained
449,Spain,Female,33,8,0.0,2,0,No Credit Card,0,Inactive,156792.89,0,Retained
850,Germany,Female,31,3,51293.47,1,0,No Credit Card,0,Inactive,35534.68,0,Retained
612,France,Male,41,5,0.0,3,0,No Credit Card,0,Inactive,151256.22,0,Retained
690,Spain,Male,49,8,116622.73,1,0,No Credit Card,1,Active,51011.29,0,Retained
599,Spain,Female,49,2,0.0,2,1,Has Credit Card,0,Inactive,111190.53,0,Retained
498,France,Male,33,1,198113.86,1,1,Has Credit Card,0,Inactive,69664.35,0,Retained
497,France,Female,29,4,85646.81,1,0,No Credit Card,0,Inactive,63233.02,1,Churned
802,Spain,Male,51,7,0.0,1,0,No Credit Card,1,Active,40855.79,0,Retained
644,France,Male,33,9,141234.98,1,1,Has Credit Card,0,Inactive,95673.05,0,Retained
714,France,Male,34,10,0.0,2,1,Has Credit Card,1,Active,80234.14,0,Retained
690,France,Female,40,9,77641.99,1,0,No Credit Card,0,Inactive,189051.59,1,Churned
522,Spain,Male,30,3,0.0,2,1,Has Credit Card,0,Inactive,145490.85,0,Retained
502,Germany,Female,40,7,117304.29,1,0,No Credit Card,0,Inactive,196278.32,0,Retained
730,Spain,Female,62,2,0.0,2,1,Has Credit Card,1,Active,162889.1,0,Retained
590,Germany,Male,36,6,92340.69,2,1,Has Credit Card,1,Active,174667.58,0,Retained
458,Germany,Male,35,9,146780.52,2,1,Has Credit Card,1,Active,3476.38,0,Retained
553,Spain,Male,41,6,144974.55,1,1,Has Credit Card,1,Active,19344.92,0,Retained
479,France,Male,47,1,0.0,1,1,Has Credit Card,0,Inactive,95270.83,0,Retained
693,France,Male,31,2,0.0,2,1,Has Credit Card,1,Active,107759.31,0,Retained
707,Spain,Male,43,10,0.0,2,1,Has Credit Card,0,Inactive,118368.2,0,Retained
636,Spain,Male,37,1,115137.26,1,1,Has Credit Card,0,Inactive,52484.01,0,Retained
807,France,Male,33,10,101952.97,2,1,Has Credit Card,0,Inactive,178153.65,0,Retained
513,France,Female,45,0,164649.52,3,1,Has Credit Card,0,Inactive,49915.52,1,Churned
582,France,Male,31,2,0.0,2,1,Has Credit Card,1,Active,33747.03,0,Retained
694,France,Male,32,0,91956.49,1,1,Has Credit Card,1,Active,59961.81,0,Retained
777,France,Male,39,8,0.0,2,1,Has Credit Card,1,Active,18613.52,0,Retained
598,Germany,Male,32,9,123938.6,2,1,Has Credit Card,0,Inactive,198894.42,0,Retained
762,Germany,Male,46,6,123571.77,3,0,No Credit Card,1,Active,57014.17,1,Churned
588,France,Female,34,3,120777.88,1,1,Has Credit Card,1,Active,131729.52,0,Retained
663,Germany,Male,42,5,90248.79,1,1,Has Credit Card,1,Active,79169.73,0,Retained
777,France,Male,36,7,0.0,1,1,Has Credit Card,0,Inactive,106472.34,0,Retained
592,France,Male,71,4,0.0,2,0,No Credit Card,1,Active,17013.54,0,Retained
631,Germany,Male,48,1,106396.48,1,1,Has Credit Card,1,Active,150661.42,1,Churned
725,Germany,Female,47,1,104887.43,1,0,No Credit Card,0,Inactive,86622.56,1,Churned
850,France,Male,34,2,72079.71,1,1,Has Credit Card,1,Active,115767.93,0,Retained
540,France,Male,37,6,0.0,2,1,Has Credit Card,0,Inactive,141998.89,0,Retained
674,Spain,Male,36,2,0.0,2,1,Has Credit Card,1,Active,182787.17,0,Retained
553,France,Male,38,3,99844.68,1,0,No Credit Card,0,Inactive,187915.7,0,Retained
630,France,Female,28,1,0.0,2,1,Has Credit Card,1,Active,133267.78,0,Retained
466,France,Male,26,3,156815.71,1,1,Has Credit Card,1,Active,137476.09,0,Retained
613,France,Male,47,6,146034.74,1,1,Has Credit Card,1,Active,77146.14,0,Retained
558,France,Male,27,1,152283.39,1,1,Has Credit Card,0,Inactive,183271.15,0,Retained
775,Germany,Female,33,1,118897.1,2,1,Has Credit Card,1,Active,26362.4,0,Retained
698,Germany,Male,52,8,96781.39,1,1,Has Credit Card,1,Active,153373.71,0,Retained
608,Germany,Male,33,1,102772.67,2,1,Has Credit Card,0,Inactive,70705.58,0,Retained
670,Spain,Female,20,4,0.0,2,1,Has Credit Card,0,Inactive,119759.24,0,Retained
591,Spain,Male,39,8,0.0,2,0,No Credit Card,0,Inactive,42392.24,0,Retained
633,France,Male,40,4,150578.0,1,0,No Credit Card,1,Active,34670.62,1,Churned
678,France,Female,46,1,0.0,2,0,No Credit Card,0,Inactive,82106.19,0,Retained
590,France,Male,47,3,0.0,2,1,Has Credit Card,0,Inactive,171774.5,0,Retained
705,France,Female,48,0,0.0,2,0,No Credit Card,0,Inactive,149772.61,0,Retained
608,France,Male,42,10,163548.07,1,1,Has Credit Card,0,Inactive,38866.85,0,Retained
682,France,Female,37,8,148580.12,1,1,Has Credit Card,0,Inactive,35179.18,0,Retained
596,Germany,Male,32,3,96709.07,2,0,No Credit Card,0,Inactive,41788.37,0,Retained
395,Germany,Female,34,5,106011.59,1,1,Has Credit Card,1,Active,17376.57,1,Churned
578,Germany,Male,37,1,135650.88,1,1,Has Credit Card,0,Inactive,199428.19,0,Retained
547,Germany,Male,55,4,111362.76,3,1,Has Credit Card,0,Inactive,16922.28,1,Churned
609,France,Male,37,1,39344.83,1,1,Has Credit Card,1,Active,178291.89,1,Churned
774,Germany,Male,36,9,130809.77,1,1,Has Credit Card,0,Inactive,152290.28,0,Retained
712,France,Female,27,2,133009.51,1,1,Has Credit Card,0,Inactive,126809.15,0,Retained
